"InterestRate.:SPRDCURVE.CDS_US_TELECOM_A-BBB,9M"
"InterestRate.:SPRDCURVE.CDS_US_TELECOMUTILITY_AAA-AA,10Y"
"InterestRate.:SPRDCURVE.CDS_US_TELECOMUTILITY_AAA-AA,12M"
"InterestRate.:SPRDCURVE.CDS_US_TELECOMUTILITY_AAA-AA,12Y"
"InterestRate.:SPRDCURVE.CDS_US_TELECOMUTILITY_AAA-AA,15Y"
"InterestRate.:SPRDCURVE.CDS_US_TELECOMUTILITY_AAA-AA,1M"
"InterestRate.:SPRDCURVE.CDS_US_TELECOMUTILITY_AAA-AA,1W"
"InterestRate.:SPRDCURVE.CDS_US_TELECOMUTILITY_AAA-AA,20Y"
"InterestRate.:SPRDCURVE.CDS_US_TELECOMUTILITY_AAA-AA,25Y"
"InterestRate.:SPRDCURVE.CDS_US_TELECOMUTILITY_AAA-AA,2M"
"InterestRate.:SPRDCURVE.CDS_US_TELECOMUTILITY_AAA-AA,2Y"
"InterestRate.:SPRDCURVE.CDS_US_TELECOMUTILITY_AAA-AA,30Y"
"InterestRate.:SPRDCURVE.CDS_US_TELECOMUTILITY_AAA-AA,3M"
"InterestRate.:SPRDCURVE.CDS_US_TELECOMUTILITY_AAA-AA,3Y"
"InterestRate.:SPRDCURVE.CDS_US_TELECOMUTILITY_AAA-AA,40Y"
"InterestRate.:SPRDCURVE.CDS_US_TELECOMUTILITY_AAA-AA,50Y"
"InterestRate.:SPRDCURVE.CDS_US_TELECOMUTILITY_AAA-AA,5Y"
"InterestRate.:SPRDCURVE.CDS_US_TELECOMUTILITY_AAA-AA,6M"
"InterestRate.:SPRDCURVE.CDS_US_TELECOMUTILITY_AAA-AA,7Y"
"InterestRate.:SPRDCURVE.CDS_US_TELECOMUTILITY_AAA-AA,9M"
"InterestRate.:SPRDCURVE.CDS_US_TELECOMUTILITY_A-BBB,10Y"
"InterestRate.:SPRDCURVE.CDS_US_TELECOMUTILITY_A-BBB,12M"
"InterestRate.:SPRDCURVE.CDS_US_TELECOMUTILITY_A-BBB,12Y"
"InterestRate.:SPRDCURVE.CDS_US_TELECOMUTILITY_A-BBB,15Y"
"InterestRate.:SPRDCURVE.CDS_US_TELECOMUTILITY_A-BBB,1M"
"InterestRate.:SPRDCURVE.CDS_US_TELECOMUTILITY_A-BBB,1W"
"InterestRate.:SPRDCURVE.CDS_US_TELECOMUTILITY_A-BBB,20Y"
"InterestRate.:SPRDCURVE.CDS_US_TELECOMUTILITY_A-BBB,25Y"
"InterestRate.:SPRDCURVE.CDS_US_TELECOMUTILITY_A-BBB,2M"
"InterestRate.:SPRDCURVE.CDS_US_TELECOMUTILITY_A-BBB,2Y"
"InterestRate.:SPRDCURVE.CDS_US_TELECOMUTILITY_A-BBB,30Y"
"InterestRate.:SPRDCURVE.CDS_US_TELECOMUTILITY_A-BBB,3M"
"InterestRate.:SPRDCURVE.CDS_US_TELECOMUTILITY_A-BBB,3Y"
"InterestRate.:SPRDCURVE.CDS_US_TELECOMUTILITY_A-BBB,40Y"
"InterestRate.:SPRDCURVE.CDS_US_TELECOMUTILITY_A-BBB,50Y"
"InterestRate.:SPRDCURVE.CDS_US_TELECOMUTILITY_A-BBB,5Y"
"InterestRate.:SPRDCURVE.CDS_US_TELECOMUTILITY_A-BBB,6M"
"InterestRate.:SPRDCURVE.CDS_US_TELECOMUTILITY_A-BBB,7Y"
"InterestRate.:SPRDCURVE.CDS_US_TELECOMUTILITY_A-BBB,9M"
"InterestRate.:SPRDCURVE.CDS_US_UTILITY_AAA-AA,10Y"
"InterestRate.:SPRDCURVE.CDS_US_UTILITY_AAA-AA,12M"
"InterestRate.:SPRDCURVE.CDS_US_UTILITY_AAA-AA,12Y"
"InterestRate.:SPRDCURVE.CDS_US_UTILITY_AAA-AA,15Y"
"InterestRate.:SPRDCURVE.CDS_US_UTILITY_AAA-AA,1M"
"InterestRate.:SPRDCURVE.CDS_US_UTILITY_AAA-AA,1W"
"InterestRate.:SPRDCURVE.CDS_US_UTILITY_AAA-AA,20Y"
"InterestRate.:SPRDCURVE.CDS_US_UTILITY_AAA-AA,25Y"
"InterestRate.:SPRDCURVE.CDS_US_UTILITY_AAA-AA,2M"
"InterestRate.:SPRDCURVE.CDS_US_UTILITY_AAA-AA,2Y"
"InterestRate.:SPRDCURVE.CDS_US_UTILITY_AAA-AA,30Y"
"InterestRate.:SPRDCURVE.CDS_US_UTILITY_AAA-AA,3M"
"InterestRate.:SPRDCURVE.CDS_US_UTILITY_AAA-AA,3Y"
"InterestRate.:SPRDCURVE.CDS_US_UTILITY_AAA-AA,40Y"
"InterestRate.:SPRDCURVE.CDS_US_UTILITY_AAA-AA,50Y"
"InterestRate.:SPRDCURVE.CDS_US_UTILITY_AAA-AA,5Y"
"InterestRate.:SPRDCURVE.CDS_US_UTILITY_AAA-AA,6M"
"InterestRate.:SPRDCURVE.CDS_US_UTILITY_AAA-AA,7Y"
"InterestRate.:SPRDCURVE.CDS_US_UTILITY_AAA-AA,9M"
"InterestRate.:SPRDCURVE.CDS_US_UTILITY_A-BBB,10Y"
"InterestRate.:SPRDCURVE.CDS_US_UTILITY_A-BBB,12M"
"InterestRate.:SPRDCURVE.CDS_US_UTILITY_A-BBB,12Y"
"InterestRate.:SPRDCURVE.CDS_US_UTILITY_A-BBB,15Y"
"InterestRate.:SPRDCURVE.CDS_US_UTILITY_A-BBB,1M"
"InterestRate.:SPRDCURVE.CDS_US_UTILITY_A-BBB,1W"
"InterestRate.:SPRDCURVE.CDS_US_UTILITY_A-BBB,20Y"
"InterestRate.:SPRDCURVE.CDS_US_UTILITY_A-BBB,25Y"
"InterestRate.:SPRDCURVE.CDS_US_UTILITY_A-BBB,2M"
"InterestRate.:SPRDCURVE.CDS_US_UTILITY_A-BBB,2Y"
"InterestRate.:SPRDCURVE.CDS_US_UTILITY_A-BBB,30Y"
"InterestRate.:SPRDCURVE.CDS_US_UTILITY_A-BBB,3M"
"InterestRate.:SPRDCURVE.CDS_US_UTILITY_A-BBB,3Y"
"InterestRate.:SPRDCURVE.CDS_US_UTILITY_A-BBB,40Y"
"InterestRate.:SPRDCURVE.CDS_US_UTILITY_A-BBB,50Y"
"InterestRate.:SPRDCURVE.CDS_US_UTILITY_A-BBB,5Y"
"InterestRate.:SPRDCURVE.CDS_US_UTILITY_A-BBB,6M"
"InterestRate.:SPRDCURVE.CDS_US_UTILITY_A-BBB,7Y"
"InterestRate.:SPRDCURVE.CDS_US_UTILITY_A-BBB,9M"
"InterestRate.:SPRDCURVE.MUN_JP,10Y"
"InterestRate.:SPRDCURVE.MUN_JP,12M"
"InterestRate.:SPRDCURVE.MUN_JP,12Y"
"InterestRate.:SPRDCURVE.MUN_JP,15Y"
"InterestRate.:SPRDCURVE.MUN_JP,1M"
"InterestRate.:SPRDCURVE.MUN_JP,1W"
"InterestRate.:SPRDCURVE.MUN_JP,20Y"
"InterestRate.:SPRDCURVE.MUN_JP,25Y"
"InterestRate.:SPRDCURVE.MUN_JP,2M"
"InterestRate.:SPRDCURVE.MUN_JP,2Y"
"InterestRate.:SPRDCURVE.MUN_JP,30Y"
"InterestRate.:SPRDCURVE.MUN_JP,3M"
"InterestRate.:SPRDCURVE.MUN_JP,3Y"
"InterestRate.:SPRDCURVE.MUN_JP,40Y"
"InterestRate.:SPRDCURVE.MUN_JP,50Y"
"InterestRate.:SPRDCURVE.MUN_JP,5Y"
"InterestRate.:SPRDCURVE.MUN_JP,6M"
"InterestRate.:SPRDCURVE.MUN_JP,7Y"
"InterestRate.:SPRDCURVE.MUN_JP,9M"
"InterestRate.:SPRDCURVE.MUN_US_A,10Y"
"InterestRate.:SPRDCURVE.MUN_US_A,12M"
"InterestRate.:SPRDCURVE.MUN_US_A,12Y"
"InterestRate.:SPRDCURVE.MUN_US_A,15Y"
"InterestRate.:SPRDCURVE.MUN_US_A,1M"
"InterestRate.:SPRDCURVE.MUN_US_A,1W"
"InterestRate.:SPRDCURVE.MUN_US_A,20Y"
"InterestRate.:SPRDCURVE.MUN_US_A,25Y"
"InterestRate.:SPRDCURVE.MUN_US_A,2M"
"InterestRate.:SPRDCURVE.MUN_US_A,2Y"
"InterestRate.:SPRDCURVE.MUN_US_A,30Y"
"InterestRate.:SPRDCURVE.MUN_US_A,3M"
"InterestRate.:SPRDCURVE.MUN_US_A,3Y"
"InterestRate.:SPRDCURVE.MUN_US_A,40Y"
"InterestRate.:SPRDCURVE.MUN_US_A,50Y"
"InterestRate.:SPRDCURVE.MUN_US_A,5Y"
"InterestRate.:SPRDCURVE.MUN_US_A,6M"
"InterestRate.:SPRDCURVE.MUN_US_A,7Y"
"InterestRate.:SPRDCURVE.MUN_US_A,9M"
"InterestRate.:SPRDCURVE.MUN_US_AA,10Y"
"InterestRate.:SPRDCURVE.MUN_US_AA,12M"
"InterestRate.:SPRDCURVE.MUN_US_AA,12Y"
"InterestRate.:SPRDCURVE.MUN_US_AA,15Y"
"InterestRate.:SPRDCURVE.MUN_US_AA,1M"
"InterestRate.:SPRDCURVE.MUN_US_AA,1W"
"InterestRate.:SPRDCURVE.MUN_US_AA,20Y"
"InterestRate.:SPRDCURVE.MUN_US_AA,25Y"
"InterestRate.:SPRDCURVE.MUN_US_AA,2M"
"InterestRate.:SPRDCURVE.MUN_US_AA,2Y"
"InterestRate.:SPRDCURVE.MUN_US_AA,30Y"
"InterestRate.:SPRDCURVE.MUN_US_AA,3M"
"InterestRate.:SPRDCURVE.MUN_US_AA,3Y"
"InterestRate.:SPRDCURVE.MUN_US_AA,40Y"
"InterestRate.:SPRDCURVE.MUN_US_AA,50Y"
"InterestRate.:SPRDCURVE.MUN_US_AA,5Y"
"InterestRate.:SPRDCURVE.MUN_US_AA,6M"
"InterestRate.:SPRDCURVE.MUN_US_AA,7Y"
"InterestRate.:SPRDCURVE.MUN_US_AA,9M"
"InterestRate.:SPRDCURVE.MUN_US_BBB,10Y"
"InterestRate.:SPRDCURVE.MUN_US_BBB,12M"
"InterestRate.:SPRDCURVE.MUN_US_BBB,12Y"
"InterestRate.:SPRDCURVE.MUN_US_BBB,15Y"
"InterestRate.:SPRDCURVE.MUN_US_BBB,1M"
"InterestRate.:SPRDCURVE.MUN_US_BBB,1W"
"InterestRate.:SPRDCURVE.MUN_US_BBB,20Y"
"InterestRate.:SPRDCURVE.MUN_US_BBB,25Y"
"InterestRate.:SPRDCURVE.MUN_US_BBB,2M"
"InterestRate.:SPRDCURVE.MUN_US_BBB,2Y"
"InterestRate.:SPRDCURVE.MUN_US_BBB,30Y"
"InterestRate.:SPRDCURVE.MUN_US_BBB,3M"
"InterestRate.:SPRDCURVE.MUN_US_BBB,3Y"
"InterestRate.:SPRDCURVE.MUN_US_BBB,40Y"
"InterestRate.:SPRDCURVE.MUN_US_BBB,50Y"
"InterestRate.:SPRDCURVE.MUN_US_BBB,5Y"
"InterestRate.:SPRDCURVE.MUN_US_BBB,6M"
"InterestRate.:SPRDCURVE.MUN_US_BBB,7Y"
"InterestRate.:SPRDCURVE.MUN_US_BBB,9M"
"InterestRate.:SPRDCURVE.SUP_CAD,10Y"
"InterestRate.:SPRDCURVE.SUP_CAD,12M"
"InterestRate.:SPRDCURVE.SUP_CAD,12Y"
"InterestRate.:SPRDCURVE.SUP_CAD,15Y"
"InterestRate.:SPRDCURVE.SUP_CAD,1M"
"InterestRate.:SPRDCURVE.SUP_CAD,1W"
"InterestRate.:SPRDCURVE.SUP_CAD,20Y"
"InterestRate.:SPRDCURVE.SUP_CAD,25Y"
"InterestRate.:SPRDCURVE.SUP_CAD,2M"
"InterestRate.:SPRDCURVE.SUP_CAD,2Y"
"InterestRate.:SPRDCURVE.SUP_CAD,30Y"
"InterestRate.:SPRDCURVE.SUP_CAD,3M"
"InterestRate.:SPRDCURVE.SUP_CAD,3Y"
"InterestRate.:SPRDCURVE.SUP_CAD,40Y"
"InterestRate.:SPRDCURVE.SUP_CAD,50Y"
"InterestRate.:SPRDCURVE.SUP_CAD,5Y"
"InterestRate.:SPRDCURVE.SUP_CAD,6M"
"InterestRate.:SPRDCURVE.SUP_CAD,7Y"
"InterestRate.:SPRDCURVE.SUP_CAD,9M"
"InterestRate.:SPRDCURVE.SUP_EUR,10Y"
"InterestRate.:SPRDCURVE.SUP_EUR,12M"
"InterestRate.:SPRDCURVE.SUP_EUR,12Y"
"InterestRate.:SPRDCURVE.SUP_EUR,15Y"
"InterestRate.:SPRDCURVE.SUP_EUR,1M"
"InterestRate.:SPRDCURVE.SUP_EUR,1W"
"InterestRate.:SPRDCURVE.SUP_EUR,20Y"
"InterestRate.:SPRDCURVE.SUP_EUR,25Y"
"InterestRate.:SPRDCURVE.SUP_EUR,2M"
"InterestRate.:SPRDCURVE.SUP_EUR,2Y"
"InterestRate.:SPRDCURVE.SUP_EUR,30Y"
"InterestRate.:SPRDCURVE.SUP_EUR,3M"
"InterestRate.:SPRDCURVE.SUP_EUR,3Y"
"InterestRate.:SPRDCURVE.SUP_EUR,40Y"
"InterestRate.:SPRDCURVE.SUP_EUR,50Y"
"InterestRate.:SPRDCURVE.SUP_EUR,5Y"
"InterestRate.:SPRDCURVE.SUP_EUR,6M"
"InterestRate.:SPRDCURVE.SUP_EUR,7Y"
"InterestRate.:SPRDCURVE.SUP_EUR,9M"
"InterestRate.:SPRDCURVE.SUP_USD,10Y"
"InterestRate.:SPRDCURVE.SUP_USD,12M"
"InterestRate.:SPRDCURVE.SUP_USD,12Y"
"InterestRate.:SPRDCURVE.SUP_USD,15Y"
"InterestRate.:SPRDCURVE.SUP_USD,1M"
"InterestRate.:SPRDCURVE.SUP_USD,1W"
"InterestRate.:SPRDCURVE.SUP_USD,20Y"
"InterestRate.:SPRDCURVE.SUP_USD,25Y"
"InterestRate.:SPRDCURVE.SUP_USD,2M"
"InterestRate.:SPRDCURVE.SUP_USD,2Y"
"InterestRate.:SPRDCURVE.SUP_USD,30Y"
"InterestRate.:SPRDCURVE.SUP_USD,3M"
"InterestRate.:SPRDCURVE.SUP_USD,3Y"
"InterestRate.:SPRDCURVE.SUP_USD,40Y"
"InterestRate.:SPRDCURVE.SUP_USD,50Y"
"InterestRate.:SPRDCURVE.SUP_USD,5Y"
"InterestRate.:SPRDCURVE.SUP_USD,6M"
"InterestRate.:SPRDCURVE.SUP_USD,7Y"
"InterestRate.:SPRDCURVE.SUP_USD,9M"
"InterestRate.:SPRDCURVE_P.AGN_CA,0Y"
"InterestRate.:SPRDCURVE_P.AGN_EURO,0Y"
"InterestRate.:SPRDCURVE_P.AGN_JP,0Y"
"InterestRate.:SPRDCURVE_P.AGN_US,0Y"
"InterestRate.:SPRDCURVE_P.BND_EURO_CORP_A,0Y"
"InterestRate.:SPRDCURVE_P.BND_EURO_CORP_AA,0Y"
"InterestRate.:SPRDCURVE_P.BND_EURO_CORP_AAA,0Y"
"InterestRate.:SPRDCURVE_P.BND_EURO_CORP_BBB,0Y"
"InterestRate.:SPRDCURVE_P.BND_EURO_CORP_BELOWBB,0Y"
"InterestRate.:SPRDCURVE_P.BND_EURO_FIN_A,0Y"
"InterestRate.:SPRDCURVE_P.BND_EURO_FIN_AA,0Y"
"InterestRate.:SPRDCURVE_P.BND_EURO_FIN_AAA,0Y"
"InterestRate.:SPRDCURVE_P.BND_EURO_FIN_BBB,0Y"
"InterestRate.:SPRDCURVE_P.BND_EURO_FIN_BELOWBB,0Y"
"InterestRate.:SPRDCURVE_P.BND_EURO_FIN_SUB,0Y"
"InterestRate.:SPRDCURVE_P.BND_EURO_NONFIN_SUB,0Y"
"InterestRate.:SPRDCURVE_P.BND_GB_CORP_A,0Y"
"InterestRate.:SPRDCURVE_P.BND_GB_CORP_AA,0Y"
"InterestRate.:SPRDCURVE_P.BND_GB_CORP_AAA,0Y"
"InterestRate.:SPRDCURVE_P.BND_GB_CORP_BBB,0Y"
"InterestRate.:SPRDCURVE_P.BND_GB_CORP_BELOWBB,0Y"
"InterestRate.:SPRDCURVE_P.BND_GB_FIN_A,0Y"
"InterestRate.:SPRDCURVE_P.BND_GB_FIN_AA,0Y"
"InterestRate.:SPRDCURVE_P.BND_GB_FIN_AAA,0Y"
"InterestRate.:SPRDCURVE_P.BND_GB_FIN_BBB,0Y"
"InterestRate.:SPRDCURVE_P.BND_GB_FIN_BELOWBB,0Y"
"InterestRate.:SPRDCURVE_P.BND_JP_CORP_A,0Y"
"InterestRate.:SPRDCURVE_P.BND_JP_CORP_AA,0Y"
"InterestRate.:SPRDCURVE_P.BND_JP_CORP_AAA,0Y"
"InterestRate.:SPRDCURVE_P.BND_JP_CORP_BBB,0Y"
"InterestRate.:SPRDCURVE_P.BND_JP_CORP_BELOWBB,0Y"
"InterestRate.:SPRDCURVE_P.BND_US_AGENCY,0Y"
"InterestRate.:SPRDCURVE_P.BND_US_BANKING_AAA-AA,0Y"
"InterestRate.:SPRDCURVE_P.BND_US_BANKING_A-BBB,0Y"
"InterestRate.:SPRDCURVE_P.BND_US_CDX_HY,0Y"
"InterestRate.:SPRDCURVE_P.BND_US_CDX_IG,0Y"
"InterestRate.:SPRDCURVE_P.BND_US_CORPORATE_A,0Y"
"InterestRate.:SPRDCURVE_P.BND_US_CORPORATE_AA,0Y"
"InterestRate.:SPRDCURVE_P.BND_US_CORPORATE_AAA,0Y"
"InterestRate.:SPRDCURVE_P.BND_US_CORPORATE_BBB,0Y"
"InterestRate.:SPRDCURVE_P.BND_US_EMHG,0Y"
"InterestRate.:SPRDCURVE_P.BND_US_EMHY,0Y"
"InterestRate.:SPRDCURVE_P.BND_US_EMIL,0Y"
"InterestRate.:SPRDCURVE_P.BND_US_FINANCIAL_AAA-AA,0Y"
"InterestRate.:SPRDCURVE_P.BND_US_FINANCIAL_A-BBB,0Y"
"InterestRate.:SPRDCURVE_P.BND_US_FOREIGNGOVSUPRAS,0Y"
"InterestRate.:SPRDCURVE_P.BND_US_GASELECTRICUTILITY_AAA-AA,0Y"
"InterestRate.:SPRDCURVE_P.BND_US_GASELECTRICUTILITY_A-BBB,0Y"
"InterestRate.:SPRDCURVE_P.BND_US_HIGHYIELD_BB-B,0Y"
"InterestRate.:SPRDCURVE_P.BND_US_INDUSTRIAL_AAA-AA,0Y"
"InterestRate.:SPRDCURVE_P.BND_US_INDUSTRIAL_A-BBB,0Y"
"InterestRate.:SPRDCURVE_P.BND_US_TELECOM_AAA-AA,0Y"
"InterestRate.:SPRDCURVE_P.BND_US_TELECOM_A-BBB,0Y"
"InterestRate.:SPRDCURVE_P.BND_US_TELECOMUTILITY_AAA-AA,0Y"
"InterestRate.:SPRDCURVE_P.BND_US_TELECOMUTILITY_A-BBB,0Y"
"InterestRate.:SPRDCURVE_P.BND_US_UTILITY_AAA-AA,0Y"
"InterestRate.:SPRDCURVE_P.BND_US_UTILITY_A-BBB,0Y"
"InterestRate.:SPRDCURVE_P.CDS_EURO_CORP_A,0Y"
"InterestRate.:SPRDCURVE_P.CDS_EURO_CORP_AA,0Y"
"InterestRate.:SPRDCURVE_P.CDS_EURO_CORP_AAA,0Y"
"InterestRate.:SPRDCURVE_P.CDS_EURO_CORP_BBB,0Y"
"InterestRate.:SPRDCURVE_P.CDS_EURO_CORP_BELOWBB,0Y"
"InterestRate.:SPRDCURVE_P.CDS_EURO_FIN_A,0Y"
"InterestRate.:SPRDCURVE_P.CDS_EURO_FIN_AA,0Y"
"InterestRate.:SPRDCURVE_P.CDS_EURO_FIN_AAA,0Y"
"InterestRate.:SPRDCURVE_P.CDS_EURO_FIN_BBB,0Y"
"InterestRate.:SPRDCURVE_P.CDS_EURO_FIN_BELOWBB,0Y"
"InterestRate.:SPRDCURVE_P.CDS_EURO_ITR_FIN_SEN,0Y"
"InterestRate.:SPRDCURVE_P.CDS_EURO_ITR_MN,0Y"
"InterestRate.:SPRDCURVE_P.CDS_EURO_ITR_XO,0Y"
"InterestRate.:SPRDCURVE_P.CDS_GB_CORP_A,0Y"
"InterestRate.:SPRDCURVE_P.CDS_GB_CORP_AA,0Y"
"InterestRate.:SPRDCURVE_P.CDS_GB_CORP_AAA,0Y"
"InterestRate.:SPRDCURVE_P.CDS_GB_CORP_BBB,0Y"
"InterestRate.:SPRDCURVE_P.CDS_GB_CORP_BELOWBB,0Y"
"InterestRate.:SPRDCURVE_P.CDS_GB_FIN_A,0Y"
"InterestRate.:SPRDCURVE_P.CDS_GB_FIN_AA,0Y"
"InterestRate.:SPRDCURVE_P.CDS_GB_FIN_AAA,0Y"
"InterestRate.:SPRDCURVE_P.CDS_GB_FIN_BBB,0Y"
"InterestRate.:SPRDCURVE_P.CDS_GB_FIN_BELOWBB,0Y"
"InterestRate.:SPRDCURVE_P.CDS_JP_CORP_A,0Y"
"InterestRate.:SPRDCURVE_P.CDS_JP_CORP_AA,0Y"
"InterestRate.:SPRDCURVE_P.CDS_JP_CORP_AAA,0Y"
"InterestRate.:SPRDCURVE_P.CDS_JP_CORP_BBB,0Y"
"InterestRate.:SPRDCURVE_P.CDS_JP_CORP_BELOWBB,0Y"
"InterestRate.:SPRDCURVE_P.CDS_US_AGENCY,0Y"
"InterestRate.:SPRDCURVE_P.CDS_US_BANKING_AAA-AA,0Y"
"InterestRate.:SPRDCURVE_P.CDS_US_BANKING_A-BBB,0Y"
"InterestRate.:SPRDCURVE_P.CDS_US_CDX_HY,0Y"
"InterestRate.:SPRDCURVE_P.CDS_US_CDX_IG,0Y"
"InterestRate.:SPRDCURVE_P.CDS_US_CORPORATE_A,0Y"
"InterestRate.:SPRDCURVE_P.CDS_US_CORPORATE_AA,0Y"
"InterestRate.:SPRDCURVE_P.CDS_US_CORPORATE_AAA,0Y"
"InterestRate.:SPRDCURVE_P.CDS_US_CORPORATE_BBB,0Y"
"InterestRate.:SPRDCURVE_P.CDS_US_EMHY,0Y"
"InterestRate.:SPRDCURVE_P.CDS_US_EMIL,0Y"
"InterestRate.:SPRDCURVE_P.CDS_US_FINANCIAL_AAA-AA,0Y"
"InterestRate.:SPRDCURVE_P.CDS_US_FINANCIAL_A-BBB,0Y"
"InterestRate.:SPRDCURVE_P.CDS_US_FOREIGNGOVSUPRAS,0Y"
"InterestRate.:SPRDCURVE_P.CDS_US_GASELECTRICUTILITY_A-BBB,0Y"
"InterestRate.:SPRDCURVE_P.CDS_US_HIGHYIELD_BB-B,0Y"
"InterestRate.:SPRDCURVE_P.CDS_US_INDUSTRIAL_AAA-AA,0Y"
"InterestRate.:SPRDCURVE_P.CDS_US_INDUSTRIAL_A-BBB,0Y"
"InterestRate.:SPRDCURVE_P.CDS_US_TELECOM_AAA-AA,0Y"
"InterestRate.:SPRDCURVE_P.CDS_US_TELECOM_A-BBB,0Y"
"InterestRate.:SPRDCURVE_P.CDS_US_TELECOMUTILITY_AAA-AA,0Y"
"InterestRate.:SPRDCURVE_P.CDS_US_TELECOMUTILITY_A-BBB,0Y"
"InterestRate.:SPRDCURVE_P.CDS_US_UTILITY_AAA-AA,0Y"
"InterestRate.:SPRDCURVE_P.CDS_US_UTILITY_A-BBB,0Y"
"InterestRate.:SPRDCURVE_P.MUN_JP,0Y"
"InterestRate.:SPRDCURVE_P.MUN_US_A,0Y"
"InterestRate.:SPRDCURVE_P.MUN_US_AA,0Y"
"InterestRate.:SPRDCURVE_P.MUN_US_BBB,0Y"
"InterestRate.:SPRDCURVE_P.SUP_CAD,0Y"
"InterestRate.:SPRDCURVE_P.SUP_EUR,0Y"
"InterestRate.:SPRDCURVE_P.SUP_USD,0Y"
"InterestRateVol.:VOLSURFACE_GOV_DE,0,10Y,10Y"
"InterestRateVol.:VOLSURFACE_GOV_DE,0,10Y,12M"
"InterestRateVol.:VOLSURFACE_GOV_DE,0,10Y,12Y"
"InterestRateVol.:VOLSURFACE_GOV_DE,0,10Y,15Y"
"InterestRateVol.:VOLSURFACE_GOV_DE,0,10Y,1M"
"InterestRateVol.:VOLSURFACE_GOV_DE,0,10Y,1W"
"InterestRateVol.:VOLSURFACE_GOV_DE,0,10Y,20Y"
"InterestRateVol.:VOLSURFACE_GOV_DE,0,10Y,25Y"
"InterestRateVol.:VOLSURFACE_GOV_DE,0,10Y,2M"
"InterestRateVol.:VOLSURFACE_GOV_DE,0,10Y,2Y"
"InterestRateVol.:VOLSURFACE_GOV_DE,0,10Y,30Y"
"InterestRateVol.:VOLSURFACE_GOV_DE,0,10Y,3M"
"InterestRateVol.:VOLSURFACE_GOV_DE,0,10Y,3Y"
"InterestRateVol.:VOLSURFACE_GOV_DE,0,10Y,40Y"
"InterestRateVol.:VOLSURFACE_GOV_DE,0,10Y,50Y"
"InterestRateVol.:VOLSURFACE_GOV_DE,0,10Y,5Y"
"InterestRateVol.:VOLSURFACE_GOV_DE,0,10Y,6M"
"InterestRateVol.:VOLSURFACE_GOV_DE,0,10Y,7Y"
"InterestRateVol.:VOLSURFACE_GOV_DE,0,10Y,9M"
"InterestRateVol.:VOLSURFACE_GOV_DE,0,12M,10Y"
"InterestRateVol.:VOLSURFACE_GOV_DE,0,12M,12M"
"InterestRateVol.:VOLSURFACE_GOV_DE,0,12M,12Y"
"InterestRateVol.:VOLSURFACE_GOV_DE,0,12M,15Y"
"InterestRateVol.:VOLSURFACE_GOV_DE,0,12M,1M"
"InterestRateVol.:VOLSURFACE_GOV_DE,0,12M,1W"
"InterestRateVol.:VOLSURFACE_GOV_DE,0,12M,20Y"
"InterestRateVol.:VOLSURFACE_GOV_DE,0,12M,25Y"
"InterestRateVol.:VOLSURFACE_GOV_DE,0,12M,2M"
"InterestRateVol.:VOLSURFACE_GOV_DE,0,12M,2Y"
"InterestRateVol.:VOLSURFACE_GOV_DE,0,12M,30Y"
"InterestRateVol.:VOLSURFACE_GOV_DE,0,12M,3M"
"InterestRateVol.:VOLSURFACE_GOV_DE,0,12M,3Y"
"InterestRateVol.:VOLSURFACE_GOV_DE,0,12M,40Y"
"InterestRateVol.:VOLSURFACE_GOV_DE,0,12M,50Y"
"InterestRateVol.:VOLSURFACE_GOV_DE,0,12M,5Y"
"InterestRateVol.:VOLSURFACE_GOV_DE,0,12M,6M"
"InterestRateVol.:VOLSURFACE_GOV_DE,0,12M,7Y"
"InterestRateVol.:VOLSURFACE_GOV_DE,0,12M,9M"
"InterestRateVol.:VOLSURFACE_GOV_DE,0,12Y,10Y"
"InterestRateVol.:VOLSURFACE_GOV_DE,0,12Y,12M"
"InterestRateVol.:VOLSURFACE_GOV_DE,0,12Y,12Y"
"InterestRateVol.:VOLSURFACE_GOV_DE,0,12Y,15Y"
"InterestRateVol.:VOLSURFACE_GOV_DE,0,12Y,1M"
"InterestRateVol.:VOLSURFACE_GOV_DE,0,12Y,1W"
"InterestRateVol.:VOLSURFACE_GOV_DE,0,12Y,20Y"
"InterestRateVol.:VOLSURFACE_GOV_DE,0,12Y,25Y"
"InterestRateVol.:VOLSURFACE_GOV_DE,0,12Y,2M"
"InterestRateVol.:VOLSURFACE_GOV_DE,0,12Y,2Y"
"InterestRateVol.:VOLSURFACE_GOV_DE,0,12Y,30Y"
"InterestRateVol.:VOLSURFACE_GOV_DE,0,12Y,3M"
"InterestRateVol.:VOLSURFACE_GOV_DE,0,12Y,3Y"
"InterestRateVol.:VOLSURFACE_GOV_DE,0,12Y,40Y"
"InterestRateVol.:VOLSURFACE_GOV_DE,0,12Y,50Y"
"InterestRateVol.:VOLSURFACE_GOV_DE,0,12Y,5Y"
"InterestRateVol.:VOLSURFACE_GOV_DE,0,12Y,6M"
"InterestRateVol.:VOLSURFACE_GOV_DE,0,12Y,7Y"
"InterestRateVol.:VOLSURFACE_GOV_DE,0,12Y,9M"
"InterestRateVol.:VOLSURFACE_GOV_DE,0,15Y,10Y"
"InterestRateVol.:VOLSURFACE_GOV_DE,0,15Y,12M"
"InterestRateVol.:VOLSURFACE_GOV_DE,0,15Y,12Y"
